悔しがる,カスタム名詞,クヤシガル
悔しさ,カスタム名詞,クヤシサ
悔し泣き,カスタム名詞,クヤシナキ
悔し涙,カスタム名詞,クヤシナミダ
悔み,カスタム名詞,クヤミ
悔む,カスタム名詞,クヤム
くよくよ,カスタム名詞,クヨクヨ
暗い,カスタム名詞,クライ
狂い怒る,カスタム名詞,クルイオコル
苦しい,カスタム名詞,クルシイ
苦しさ,カスタム名詞,クルシサ
苦しみ,カスタム名詞,クルシミ
苦しみ悶える,カスタム名詞,クルシミモダエル
苦しむ,カスタム名詞,クルシム
苦労,カスタム名詞,クロウ
具合が悪い,カスタム名詞,グアイガワルイ
具合悪い,カスタム名詞,グアイワルイ
愚図愚図,カスタム名詞,グズグズ
愚図る,カスタム名詞,グズル
ぐっと来る,カスタム名詞,グットクル
敬愛,カスタム名詞,ケイアイ
慶賀,カスタム名詞,ケイガ
慶祝,カスタム名詞,ケイシュク
慶する,カスタム名詞,ケイスル
傾倒,カスタム名詞,ケイトウ
敬服,カスタム名詞,ケイフク
敬慕,カスタム名詞,ケイボ
気圧される,カスタム名詞,ケオサレル
汚らわしい,カスタム名詞,ケガラワシイ
毛嫌い,カスタム名詞,ケギライ
気色ばむ,カスタム名詞,ケシキバム
懸想,カスタム名詞,ケソウ
気怠い,カスタム名詞,ケダルイ
